"","LOTNO","PRODUCTNO","MONO","RUN_SEQ","WT","GR","SPC_VALUE","SPC_RANGE","PRE_CIE_X_AVG","PRE_CIE_Y_AVG","CIE_X_AVG","CIE_Y_AVG"
"4033","380P58330500","95.S3806.W0A0E0Z","T05TM83604-044B1AH02","0","34.95 ","0.00 ",62.5,25,"0.2991 ","0.3068 ","0.2859 ","0.2644 "
"4034","S04P5841WK00","95.S3004.W0A100Z","T05TM84108-0W3C7JC01","0","14.40 ","0.00 ",26.5,8,"0.3009 ","0.2616 ","0.2945 ","0.2694 "
"4035","S04P5841KP00","95.S3004.W0A01DZ","T05TM84F01-0W3B1LG01","0","16.70 ","0.00 ",31.5,10,"0.2897 ","0.2544 ","0.2840 ","0.2602 "
"4036","S06P5840PB00","95.S3806.W0A0D6Z","T05TM83607-0W2C7J003","0","21.75 ","0.00 ",37.33,18,"0.2955 ","0.2987 ","0.2858 ","0.2619 "
"4037","T30P58403E00","95.T3030.A0D10CZ","T05TM84305-162BRLW01","0","20.00 ","5.70 ",92.5,21,"0.3303 ","0.4150 ","0.2790 ","0.2598 "
"4038","T40P5840CN00","95.T4014.Z0B011Z","T05TM84509-143CQH601","3","32.80 ","37.00 ",75.17,16,"0.3140 ","0.2916 ","0.3000 ","0.2712 "
"4039","T40P5840S400","95.T4012.A0B003Z","T05TM84519-054CZG201","0","21.30 ","10.50 ",80.17,19,"0.3317 ","0.3127 ","0.3135 ","0.2905 "
"4040","S06P5841YQ00","95.S3806.W0A0EBZ","T05TM85602-053B1LG01","0","19.40 ","0.00 ",51.83,31,"0.3109 ","0.3171 ","0.2959 ","0.2736 "
"4041","S08P58406800","95.S2808.W0A104Z","T05TM84104-014A5D803","0","17.69 ","0.00 ",39.83,14,"0.3043 ","0.2894 ","0.2906 ","0.2765 "
"4042","T40P5840FD00","95.T4014.W0B102Z","T05TM84003-023BJFU01","0","8.70 ","0.00 ",102.17,14,"0.2833 ","0.2634 ","0.2871 ","0.2590 "
"4043","T40P5840E000","95.T4014.Z0B011Z","T05TM84508-142CQI301","0","27.50 ","51.00 ",72.67,26,"0.2974 ","0.2805 ","0.2836 ","0.2585 "
"4044","380P58513600","95.S3806.W0A0B0Z","T05TM85606-0W3BECZ01","0","32.90 ","0.00 ",47.33,34,"0.2981 ","0.3008 ","0.2874 ","0.2646 "
"4045","S06P58513700","95.S3806.W0A0E9Z","T05TM85605-052C7JC01","0","19.40 ","0.00 ",45,6,"0.2839 ","0.2778 ","0.2762 ","0.2440 "
"4046","380P58453C00","95.S3806.W0A0C8Z","T05TM85X04-0W3C7H301","0","31.05 ","0.00 ",32.17,7,"0.2991 ","0.3007 ","0.2864 ","0.2620 "
"4047","C40P5850AT00","95.T4014.Z0C104Z","T05TM85011-134CPIM01","0","18.06 ","33.00 ",77.5,26,"0.2853 ","0.2199 ","0.2813 ","0.2454 "
"4048","T70P5841S500","95.T7020.Z0C11BZ","T05TM84720-052D6HH01","0","9.80 ","45.00 ",80.33,21,"0.2953 ","0.2584 ","NULL","NULL"
"4049","T30P5850YJ00","95.T3030.Z0D11FZ","T05TM85320-164CZHH01","0","15.70 ","35.00 ",64.33,8,"0.3040 ","0.2931 ","0.2894 ","0.2592 "
"4050","T30P58500J01","95.T3030.Z0D11AZ","T05TM85311-162CZGX02","1","6.00 ","12.00 ",76.67,19,"0.2925 ","0.2915 ","NULL","NULL"
"4051","380P58524G00","95.S3806.W0A0AZZ","T05TM85619-0W3B1LG01","0","32.00 ","0.00 ",34.17,8,"0.2976 ","0.3017 ","0.2856 ","0.2633 "
"4052","C40P5850CM00","95.T4014.A0C10BZ","T05TM85526-133CLK201","0","67.50 ","0.44 ",99.17,26,"0.2814 ","0.2157 ","0.2753 ","0.2570 "
"4053","C40P5850MK00","95.T4014.W0B1B2Z","T05TM85531-143CQJI01","0","12.30 ","0.00 ",84.5,12,"0.3056 ","0.2879 ","0.2899 ","0.2654 "
"4054","380P5861Q200","95.S3806.W0A0B0Z","T05TM86608-0W3BECZ01","0","31.65 ","0.00 ",45.33,22,"0.2973 ","0.2989 ","0.2884 ","0.2655 "
"4055","C40P5860B703","95.T4014.A0C10BZ","T05TM86121-133CLJ601","1","65.00 ","0.41 ",65.33,19,"0.2752 ","0.2043 ","0.2753 ","0.2590 "
"4056","S06P5853B100","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC02","0","21.25 ","0.00 ",42.83,8,"0.2784 ","0.2759 ","0.2870 ","0.2672 "
"4057","T40P5860MB00","95.T4014.W0B102Z","T05TM85006-021BJEL01","0","9.70 ","0.00 ",80.33,14,"0.2872 ","0.2649 ","0.2918 ","0.2600 "
"4058","T30P58624Z00","95.T3030.Z0D01AZ","T05TM86325-162CUJV01","0","14.00 ","55.00 ",56.17,9,"0.2846 ","0.2670 ","0.2701 ","0.2292 "
"4059","T70P5860CA00","95.T7020.Z0C11BZ","T05TM86706-052D6GX01","0","15.34 ","32.00 ",141,26,"0.3238 ","0.3013 ","0.3162 ","0.2993 "
"4060","T30P58604E00","95.T3030.Z0D01RZ","T05TM86315-162CZHH01","0","14.60 ","100.00 ",60.33,11,"0.2844 ","0.2697 ","0.2755 ","0.2415 "
"4061","C40P5860D100","95.T4014.A0C10BZ","T05TM86121-133CLK202","0","64.00 ","0.45 ",78,14,"0.2796 ","0.2102 ","NULL","NULL"
"4062","C40P5860DZ01","95.T4014.W0B1B4Z","T05TM86109-132CAB801","0","15.45 ","0.00 ",105.83,27,"0.2858 ","0.2210 ","NULL","NULL"
"4063","C40P57C0KW00","95.T4014.W0A100Z","T05TM7C544-133CAB801","0","15.80 ","0.00 ",90.33,26,"0.2943 ","0.2444 ","0.2897 ","0.2735 "
"4064","380P57C24A00","95.S3806.W0A0C8Z","T05TM7C626-0W3C7H301","0","32.00 ","0.00 ",30.17,10,"0.2924 ","0.2904 ","0.2878 ","0.2642 "
"4065","T40P57C19C00","95.T4014.A0B100Z","T05TM81508-146D0GX01","0","21.90 ","4.99 ",105.83,15,"0.3220 ","0.3158 ","0.3147 ","0.3073 "
"4066","T40P5810NJ00","95.T4012.A0B000Z","T05TM81504-053CQEZ03","0","57.00 ","0.36 ",56.17,6,"0.3043 ","0.2859 ","0.2842 ","0.2626 "
"4067","S06P5810BP00","95.S3006.W0A0B6Z","T05TM81G01-0W3C7JC02","0","21.80 ","0.00 ",34.67,21,"0.2758 ","0.2730 ","0.2853 ","0.2659 "
"4068","T30P5811FM00","95.T3030.A0D10AZ","T05TM81338-163CZHH01","0","75.00 ","0.34 ",50.83,14,"0.3265 ","0.3291 ","NULL","NULL"
"4069","T70P58115000","95.T7020.Z0C11BZ","T05TM81710-052D6GX01","0","12.10 ","19.00 ",106.83,18,"0.3117 ","0.2710 ","0.3095 ","0.2789 "
"4070","T30P5811YM00","95.T3030.Z0D014Z","T05TM81302-162CXHH01","0","13.50 ","48.00 ",71.33,12,"0.2761 ","0.2551 ","NULL","NULL"
"4071","380P5810DB00","95.S3806.W0A0C8Z","T05TM7C626-0W3C7H301","0","32.00 ","0.00 ",41.67,14,"0.2956 ","0.2957 ","0.2891 ","0.2674 "
"4072","T70P5810C900","95.T7020.Z0C11BZ","T05TM7C720-052D6GX02","0","12.25 ","30.30 ",116.33,24,"0.3126 ","0.2798 ","0.3024 ","0.2743 "
"4073","T70P57C2D100","95.T7020.Z0C11BZ","T05TM7C730-052D6GX01","0","9.40 ","50.00 ",128.83,15,"0.2948 ","0.2569 ","0.2910 ","0.2641 "
"4074","S08P58101Q00","95.S2808.W0A104Z","T05TM81008-013A5AC01","1","19.20 ","0.00 ",53.83,13,"0.3061 ","0.2935 ","NULL","NULL"
"4075","T70P5812YZ00","95.T7020.Z0C11BZ","T05TM82701-052D6GX01","0","12.40 ","30.10 ",133.5,23,"0.3093 ","0.2756 ","0.3047 ","0.2797 "
"4076","T70P5821BK00","95.T7020.Z0C11CZ","T05TM82711-016D6GX01","0","10.50 ","12.00 ",112.33,34,"0.2995 ","0.2721 ","0.2953 ","0.2738 "
"4077","T30P58209700","95.T3030.Z0D117Z","T05TM82308-163D0HH01","0","12.40 ","65.00 ",87.67,20,"0.2718 ","0.2539 ","0.2647 ","0.2290 "
"4078","T70P58112V00","95.T7020.Z0C11BZ","T05TM81709-054D6HH01","0","11.50 ","18.80 ",115,24,"0.3114 ","0.2798 ","0.3081 ","0.2860 "
"4079","380P5816CK00","95.S3806.W0A0AZZ","T05TM82605-0W3B1LG01","0","32.00 ","0.00 ",36.33,23,"0.2977 ","0.3006 ","0.2848 ","0.2607 "
"4080","T70P5812QD00","95.T7020.Z0C11BZ","T05TM82701-052D6GX01","0","12.40 ","30.10 ",146.83,23,"0.3134 ","0.2838 ","0.3057 ","0.2825 "
"4081","T70P58132B00","95.T7020.Z0C11BZ","T05TM82701-052D6GX01","0","12.40 ","30.10 ",123.17,31,"0.3135 ","0.2842 ","0.3057 ","0.2827 "
"4082","380P5815BB00","95.S3806.W0A0C8Z","T05TM81620-0W3C7JC01","0","31.85 ","0.00 ",54.83,23,"0.2962 ","0.2980 ","0.2856 ","0.2612 "
"4083","T70P5820QR00","95.T7020.Z0C11CZ","T05TM82705-016D6GX01","0","9.30 ","11.30 ",124,42,"0.2941 ","0.2616 ","0.2878 ","0.2590 "
"4084","S06P5820NY00","95.S3806.W0A0D6Z","T05TM82606-0W2C7JC02","0","23.05 ","0.00 ",30.17,9,"0.2950 ","0.3001 ","0.2854 ","0.2619 "
"4085","S06P5821AP00","95.S3806.W0A1AVZ","T05TM82609-043BED801","2","15.40 ","0.00 ",38.5,10,"0.2993 ","0.2732 ","0.2924 ","0.2715 "
"4086","S05P58300C00","95.S3805.W0A001Z","T05TM83Q01-0W2C7JC01","0","17.00 ","0.00 ",35.83,7,"0.2901 ","0.2544 ","0.2819 ","0.2436 "
"4087","C40P58209F00","95.T4014.A0B10AZ","T05TM82503-133CXC502","0","88.00 ","0.32 ",104,17,"0.2856 ","0.2162 ","0.2846 ","0.2655 "
"4088","S06P58221T00","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","23.20 ","0.00 ",42.83,9,"0.2949 ","0.3003 ","0.2854 ","0.2627 "
"4089","T30P5821J000","95.T3030.Z0D01KZ","T05TM82G02-163DAHH01","4","15.20 ","69.00 ",47.33,8,"0.2897 ","0.2796 ","0.2805 ","0.2536 "
"4090","T30P58300500","95.T3030.A0D10CZ","T05TM82318-161BRLW02","0","18.00 ","5.80 ",61.17,22,"0.3253 ","0.4144 ","0.2796 ","0.2630 "
"4091","S04P5830N600","95.S3004.W0A01DZ","T05TM83001-0W2B1LG02","0","17.88 ","0.00 ",29.83,8,"0.2897 ","0.2534 ","0.2843 ","0.2595 "
"4092","S06P58225A00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.50 ","0.00 ",46.83,3,"0.2778 ","0.2735 ","0.2870 ","0.2673 "
"4093","S06P5831XF00","95.S3806.W0A0D6Z","T05TM83607-0W2C7JC01","0","22.75 ","0.00 ",35.83,11,"0.2940 ","0.2973 ","0.2859 ","0.2636 "
"4094","T40P5830QN00","95.T4012.A0B000Z","T05TM83513-054CQG201","0","61.70 ","0.33 ",66.33,57,"0.3013 ","0.2784 ","0.2831 ","0.2599 "
"4095","T40P5831DL00","95.T4012.Z0B002Z","T05TM83522-053CQGR02","0","42.50 ","10.70 ",64.17,13,"0.3310 ","0.3215 ","0.3037 ","0.2831 "
"4096","380P5833GY00","95.S3806.W0A0AZZ","T05TM83621-0W3B1LG01","0","33.25 ","0.00 ",42.67,15,"0.3007 ","0.3079 ","0.2860 ","0.2644 "
"4097","S04P58401T00","95.S3004.W0A01DZ","T05TM84101-0W2B1GB01","0","18.00 ","0.00 ",21,2,"0.2876 ","0.2458 ","NULL","NULL"
"4098","380P5831UY00","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC04","0","30.35 ","0.00 ",41.17,18,"0.2921 ","0.2903 ","0.2840 ","0.2572 "
"4099","T70P58317J00","95.T7020.Z0C11BZ","T05TM83709-052D6GX02","0","12.35 ","18.50 ",77.33,46,"0.3159 ","0.2788 ","0.3098 ","0.2793 "
"4100","C40P58304B00","95.T4014.W0A100Z","T05TM83504-133CAB803","0","16.80 ","0.00 ",88,56,"0.2909 ","0.2391 ","0.2884 ","0.2735 "
"4101","S06P5830P700","95.S3006.W0A0B6Z","T05TM83519-202C7JC01","0","23.40 ","0.00 ",40.83,10,"0.2766 ","0.2709 ","0.2852 ","0.2631 "
"4102","C40P58400A00","95.T4014.Z0C104Z","T05TM84004-133CPIM01","0","19.65 ","41.90 ",113,4,"0.2875 ","0.2229 ","0.2806 ","0.2454 "
"4103","C40P58409C00","95.T4014.W0A100Z","T05TM84008-133CAB801","0","16.15 ","0.00 ",69.5,29,"0.2883 ","0.2333 ","0.2825 ","0.2612 "
"4104","401P58403200","95.T4012.A0B005Z","T05TQ84Q01-053D1M501","0","57.20 ","0.30 ",81.33,20,"0.3154 ","0.2891 ","NULL","NULL"
"4105","T40P5840WW00","95.T4012.A0B000Z","T05TM84521-054CQGN01","0","55.80 ","0.37 ",86.5,45,"0.3009 ","0.2844 ","0.2826 ","0.2649 "
"4106","T30P58405W00","95.T3030.A0D10AZ","T05TM84303-163CZHH01","0","71.80 ","0.33 ",49.17,5,"0.3204 ","0.3171 ","0.3011 ","0.2966 "
"4107","380P58422700","95.S3806.W0A0AZZ","T05TM84605-0W3B1LG02","0","31.50 ","0.00 ",46.17,21,"0.2979 ","0.3030 ","0.2850 ","0.2614 "
"4108","S04P58402400","95.S3004.W0A01DZ","T05TM84101-0W2B1LG02","0","18.60 ","0.00 ",22.67,4,"0.2841 ","0.2437 ","0.2806 ","0.2513 "
"4109","T40P5850UG00","95.T4014.Z0B011Z","T05TM85508-144CQH601","0","36.06 ","38.00 ",78.33,11,"0.3162 ","0.2960 ","0.3014 ","0.2737 "
"4110","401P58503500","95.T4014.A0B00CZ","T05TM85514-143CQC502","0","18.50 ","5.80 ",83.5,11,"0.2942 ","0.2739 ","NULL","NULL"
"4111","380P58521X00","95.S3806.W0A0AZZ","T05TM85619-0W3B1LG01","0","32.00 ","0.00 ",54.17,36,"0.2967 ","0.2996 ","0.2864 ","0.2657 "
"4112","S04P5851AC00","95.S3004.W0A100Z","T05TM85X01-0W3C7JC03","0","15.85 ","0.00 ",26.83,9,"0.2995 ","0.2605 ","0.2961 ","0.2714 "
"4113","S04P5850V500","95.S3004.W0A01DZ","T05TM85102-0W2B1JC02","0","18.45 ","0.00 ",27,13,"0.2919 ","0.2562 ","0.2845 ","0.2592 "
"4114","S04P5850KV00","95.S3004.W0A100Z","T05TM85101-0W3C7JC02","0","16.50 ","0.00 ",21.17,3,"0.3035 ","0.2650 ","0.3003 ","0.2807 "
"4115","S04P5850Y600","95.S3004.W0A01DZ","T05TM85120-0W3B1GB01","0","16.30 ","0.00 ",31.5,9,"0.2906 ","0.2558 ","0.2851 ","0.2632 "
"4116","T30P58513400","95.T3030.Z0D01MZ","T05TM85332-164CZHH01","0","13.25 ","51.50 ",78.17,20,"0.2936 ","0.2871 ","0.2814 ","0.2537 "
"4117","C40P5850CS00","95.T4014.A0C10BZ","T05TM85526-133CLK201","0","66.20 ","0.44 ",88.5,16,"0.2794 ","0.2129 ","0.2762 ","0.2598 "
"4118","C40P5850L000","95.T4014.Z0C102Z","T05TM85G19-132CXC501","0","16.75 ","45.00 ",95,21,"0.2893 ","0.2224 ","0.2845 ","0.2504 "
"4119","T40P58516E00","95.T4014.A0C10FZ","T05TM85521-132CLLT01","0","4.60 ","0.00 ",93.67,34,"0.1726 ","0.0502 ","0.1788 ","0.0974 "
"4120","S06P5852T800","95.S3806.W0A1AVZ","T05TM86601-043BED801","0","16.80 ","0.00 ",45,31,"0.3059 ","0.2810 ","0.2946 ","0.2738 "
"4121","T30P5851SL00","95.T3030.A0D10AZ","T05TM85337-162CZHH03","0","67.00 ","0.36 ",71.5,17,"0.3206 ","0.3138 ","0.2983 ","0.2895 "
"4122","S06P5861EX00","95.S3806.W0A1AVZ","T05TM86602-044BED801","0","15.45 ","0.00 ",40.5,13,"0.2989 ","0.2732 ","0.2933 ","0.2762 "
"4123","T30P58526000","95.T3030.Z0D01MZ","T05TM86314-163CZGX01","0","14.86 ","72.00 ",56.5,18,"0.2925 ","0.2849 ","0.2807 ","0.2528 "
"4124","S04P5852LQ01","95.S3004.W0A100Z","T05TM85113-0W4C7JC01","0","15.85 ","0.00 ",27.67,7,"0.3010 ","0.2643 ","0.2988 ","0.2817 "
"4125","C40P58603Z04","95.T4014.A0B10AZ","T05TM86117-133CXC501","1","74.30 ","0.36 ",73.83,31,"0.2909 ","0.2246 ","0.2880 ","0.2735 "
"4126","S05P5850A400","95.S3805.W0A001Z","T05TM85131-0W2C7JC01","0","17.50 ","0.00 ",30.83,12,"0.3010 ","0.2713 ","0.2908 ","0.2565 "
"4127","T30P5861M100","95.T3030.Z0D01XZ","T05TQ86Q01-162CZHH01","0","15.70 ","310.00 ",47.17,6,"0.2815 ","0.2756 ","NULL","NULL"
"4128","S06P58620S00","95.S3006.W0A0B6Z","T05TM86619-0W2C7JC01","0","17.00 ","0.00 ",28.83,15,"0.2616 ","0.2413 ","0.2692 ","0.2327 "
"4129","T30P58625900","95.T3030.Z0D11EZ","T05TM86331-162BRLW01","0","12.45 ","69.00 ",55.33,15,"0.2748 ","0.2500 ","0.2717 ","0.2353 "
"4130","C40P5860C000","95.T4014.W0B1B4Z","T05TM86109-132CAB801","0","15.45 ","0.00 ",97.33,19,"0.2818 ","0.2156 ","0.2840 ","0.2582 "
"4131","T70P5861C700","95.T7020.Z0C11CZ","T05TM86720-015D6GX01","0","10.70 ","14.40 ",116.5,20,"0.2994 ","0.2701 ","0.2891 ","0.2602 "
"4132","S04P58100G00","95.S3004.W0A01EZ","T05TM7C019-262B1KO02","0","30.10 ","0.00 ",32.33,14,"0.3009 ","0.2600 ","0.2965 ","0.2670 "
"4133","T40P5810TZ00","95.T4012.A0B000Z","T05TM81505-054CQGZ04","0","60.80 ","0.33 ",70.83,16,"0.3063 ","0.2854 ","0.2856 ","0.2640 "
"4134","T70P5810TW00","95.T7020.Z0C11BZ","T05TM81708-053D6HH01","0","11.17 ","23.00 ",134,28,"0.3094 ","0.2754 ","0.3039 ","0.2770 "
"4135","401P58104X00","95.T4014.A0B00CZ","T05TM81509-142CQI302","0","17.86 ","5.40 ",81,6,"0.2964 ","0.2712 ","NULL","NULL"
"4136","S06P57C2PP00","95.S3806.W0A1B1Z","T05TM81603-012B1DA01","0","28.40 ","0.00 ",38.33,23,"0.2951 ","0.2826 ","0.3026 ","0.2857 "
"4137","380P5813A400","95.S3806.W0A0C8Z","T05TM81618-0W3C7JC02","0","33.00 ","0.00 ",34.17,24,"0.2967 ","0.2968 ","0.2870 ","0.2628 "
"4138","T70P5810C100","95.T7020.Z0C11BZ","T05TM7C720-052D6GX02","0","12.25 ","30.30 ",98,17,"0.3093 ","0.2748 ","0.3074 ","0.2847 "
"4139","S06P5811CF00","95.S3806.W0A1AVZ","T05TM81623-043BED801","0","14.92 ","0.00 ",36.17,16,"0.3003 ","0.2753 ","0.2945 ","0.2758 "
"4140","380P5812E200","95.S3806.W0A0E0Z","T05TM81611-043B1DA01","0","35.50 ","0.00 ",45.5,15,"0.3029 ","0.3076 ","0.2912 ","0.2707 "
"4141","S06P5810KP00","95.S3806.W0A1AVZ","T05TM81602-043BED802","0","14.90 ","0.00 ",36,23,"0.3009 ","0.2776 ","0.2946 ","0.2756 "
"4142","T70P5820LX01","95.T7020.Z0C11BZ","T05TM82709-052D6HH01","1","9.20 ","50.00 ",127.17,30,"0.2896 ","0.2476 ","NULL","NULL"
"4143","C40P58109M00","95.T4014.W0B1B2Z","T05TM81525-143CQC501","0","12.68 ","0.00 ",84.67,14,"0.3076 ","0.2932 ","0.2914 ","0.2708 "
"4144","S06P5821Z900","95.S3806.W0A0D6Z","T05TM82628-052C7J001","2","23.20 ","0.00 ",55.5,12,"0.2946 ","0.2991 ","0.2832 ","0.2574 "
"4145","T30P5820YE00","95.T3030.Z0D01AZ","T05TM82316-163CUJV02","0","15.50 ","53.00 ",60.33,24,"0.2937 ","0.2857 ","0.2782 ","0.2488 "
"4146","S06P58124F00","95.S3806.W0A0E9Z","T05TM82621-0W2C7M201","0","18.90 ","0.00 ",44.17,11,"0.2770 ","0.2672 ","0.2748 ","0.2415 "
"4147","T30P5811QN00","95.T3030.Z0D013Z","T05TM81325-164CMJV02","0","15.37 ","46.00 ",63.5,14,"0.3001 ","0.2991 ","0.2801 ","0.2518 "
"4148","S06P5821RK00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.50 ","0.00 ",47.5,6,"0.2770 ","0.2717 ","0.2856 ","0.2642 "
"4149","S06P58123J00","95.S3806.W0A0E9Z","T05TM82621-0W2C7M201","1","20.00 ","0.00 ",41.33,8,"0.2825 ","0.2771 ","0.2750 ","0.2422 "
"4150","380P58213W00","95.S3806.W0A0B0Z","T05TM82613-0W3BECZ01","0","33.80 ","0.00 ",36.67,4,"0.2966 ","0.2996 ","0.2877 ","0.2650 "
"4151","T70P58128300","95.T7020.Z0C11BZ","T05TM81716-053D6GX01","0","12.00 ","22.90 ",114.33,42,"0.3117 ","0.2808 ","0.3043 ","0.2781 "
"4152","380P5812HE01","95.S3806.W0A0C8Z","T05TM81613-0W1C7JC02","0","28.20 ","0.00 ",44.5,11,"0.2946 ","0.2895 ","NULL","NULL"
"4153","T30P58210R00","95.T3030.A0D10AZ","T05TM82306-162CZHH01","0","72.00 ","0.32 ",56.17,43,"0.3204 ","0.3171 ","0.3006 ","0.2946 "
"4154","S06P58229100","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.75 ","0.00 ",32.67,27,"0.2789 ","0.2757 ","0.2863 ","0.2657 "
"4155","380P5831QR00","95.S3806.W0A0C8Z","T05TM83605-0W3C7H303","0","30.35 ","0.00 ",41.83,22,"0.2939 ","0.2924 ","0.2845 ","0.2576 "
"4156","T70P5822X700","95.T7030.Z0C104Z","T05TM82712-024AYGX02","0","9.10 ","39.80 ",155.67,14,"0.2961 ","0.2748 ","0.2817 ","0.2545 "
"4157","T14P58200701","95.T3014.W0A101Z","T05TM82010-023A5AD01","0","15.30 ","0.00 ",115.5,22,"0.3048 ","0.2904 ","0.2938 ","0.2732 "
"4158","S06P58307G00","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","22.95 ","0.00 ",39.33,37,"0.2911 ","0.2935 ","NULL","NULL"
"4159","T30P5830C300","95.T3030.A0D10BZ","T05TM83310-163CZGX01","2","44.00 ","0.39 ",47,4,"0.2753 ","0.2569 ","0.2536 ","0.2302 "
"4160","T30P5831FZ00","95.T3030.Z0D11BZ","T05TQ83911-014D0HH01","0","28.70 ","53.00 ",85.33,8,"0.3334 ","0.3424 ","0.3363 ","0.3519 "
"4161","T40P5831EY00","95.T4012.Z0B001Z","T05TM83G06-053CAB903","0","35.10 ","8.60 ",97.83,33,"0.3339 ","0.3162 ","0.3105 ","0.2845 "
"4162","S04P58322R00","95.S3004.W0A01DZ","T05TM83006-0W3B1LG01","0","18.55 ","0.00 ",21.67,2,"0.2893 ","0.2548 ","0.2840 ","0.2609 "
"4163","T70P5830JQ00","95.T7020.Z0C11CZ","T05TM83701-015D6GX01","0","11.05 ","14.65 ",124.67,17,"0.3019 ","0.2743 ","0.2942 ","0.2691 "
"4164","S04P58328X00","95.S3004.W0A01DZ","T05TM84102-0W3B1GB01","0","17.45 ","0.00 ",22,5,"0.2877 ","0.2507 ","0.2823 ","0.2561 "
"4165","T70P5830VQ00","95.T7020.Z0C111Z","T05TM83708-013AYHH01","3","8.20 ","20.50 ",130.83,33,"0.2583 ","0.2359 ","0.2741 ","0.2338 "
"4166","380P58320D00","95.S3806.W0A0AZZ","T05TM83621-0W3B1LG01","0","33.16 ","0.00 ",54.17,7,"0.2979 ","0.3004 ","0.2850 ","0.2608 "
"4167","380P5833RE00","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC04","0","30.35 ","0.00 ",45.33,19,"0.2922 ","0.2911 ","0.2868 ","0.2635 "
"4168","380P5833ZE00","95.S3806.W0A0B6Z","T05TM83614-0W3BEAF02","0","43.50 ","0.00 ",42.17,31,"0.2955 ","0.3078 ","0.2863 ","0.2713 "
"4169","T30P58310900","95.T3030.A0D10AZ","T05TM83303-163CZHH02","0","70.10 ","0.35 ",53.33,13,"0.3240 ","0.3205 ","0.3026 ","0.2987 "
"4170","S04P5842R300","95.S3004.W0A01DZ","T05TM84F01-0W3B1LG02","0","16.80 ","0.00 ",26.67,11,"0.2889 ","0.2522 ","0.2869 ","0.2659 "
"4171","S04P5842R300","95.S3004.W0A01DZ","T05TM84F01-0W3B1LG02","0","17.05 ","0.00 ",26.67,11,"0.2889 ","0.2522 ","0.2869 ","0.2659 "
"4172","C40P58401U00","95.T4014.A0B10AZ","T05TM84006-133CXC501","2","80.00 ","0.35 ",95.17,31,"0.2892 ","0.2247 ","0.2865 ","0.2715 "
"4173","T30P58409H00","95.T3030.Z0D006Z","T05TM84307-163BVIF01","2","13.80 ","40.00 ",51.17,7,"0.2793 ","0.2719 ","0.2618 ","0.2246 "
"4174","T30P58415700","95.T3030.Z0D119Z","T05TM84317-164DAHI01","0","11.55 ","80.00 ",46.83,5,"0.2784 ","0.2682 ","0.2689 ","0.2373 "
"4175","401P58400B00","95.T4012.A0B005Z","T05TQ84Q01-053D1M501","0","57.20 ","0.30 ",79.67,16,"0.3132 ","0.2871 ","0.2957 ","0.2745 "
"4176","T30P5841DZ02","95.T3030.Z0D01RZ","T05TM85303-162CZHH01","1","12.20 ","70.00 ",46.83,7,"0.2851 ","0.2704 ","NULL","NULL"
"4177","C40P58400300","95.T4014.Z0C104Z","T05TM84004-133CPIM01","0","19.65 ","41.90 ",99.5,15,"0.2870 ","0.2220 ","0.2815 ","0.2464 "
"4178","T30P5840FG00","95.T3030.A0D10AZ","T05TM84302-162CZHH01","0","70.70 ","0.32 ",86.67,27,"0.3128 ","0.3011 ","NULL","NULL"
"4179","380P58418500","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",40.83,40,"0.2947 ","0.2879 ","0.2880 ","0.2592 "
"4180","380P5841NH00","95.S3806.W0A0EHZ","T05TM84618-0W3B1H302","0","32.90 ","0.00 ",45,11,"0.2994 ","0.3056 ","0.2878 ","0.2661 "
"4181","T40P5840ZV00","95.T4014.W0B102Z","T05TM84003-023BJFU01","0","8.75 ","0.00 ",102.83,19,"0.2833 ","0.2638 ","0.2927 ","0.2734 "
"4182","C40P58504H00","95.T4014.Z0C105Z","T05TM84520-133CLK202","0","21.00 ","43.00 ",85,34,"0.2896 ","0.2243 ","0.2876 ","0.2563 "
"4183","T30P5850J500","95.T3030.Z0D11JZ","T05TM85335-163DAHI01","1","14.00 ","140.00 ",62.5,29,"0.2860 ","0.2814 ","NULL","NULL"
"4184","380P5850DY00","95.S3806.W0A0B0Z","T05TM85606-0W3BECZ01","0","33.10 ","0.00 ",49.33,30,"0.3029 ","0.3072 ","0.2891 ","0.2683 "
"4185","S05P58502X00","95.S3805.W0A001Z","T05TM84110-0W2C7JC01","0","17.50 ","0.00 ",27,6,"0.3003 ","0.2705 ","0.2890 ","0.2534 "
"4186","T70P58517H00","95.T7020.Z0C11BZ","T05TM85714-052D6HH01","0","13.35 ","31.50 ",123.17,41,"0.3155 ","0.2876 ","NULL","NULL"
"4187","C40P5850A000","95.T4014.W0B1B4Z","T05TM85013-133CAJ401","2","18.48 ","0.00 ",78.33,6,"0.2922 ","0.2418 ","0.2875 ","0.2709 "
